query_1,query_2,query_3,query_4,query_5,query_6,query_7,query_8,query_9,query_10
"SELECT country, SUM(latitude) FROM tb46 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT name, COUNT(*) FROM tb34 GROUP BY {column1} HAVING COUNT(*) > 25;","SELECT COUNT(*) FROM tb35 WHERE name = 391;","SELECT longitude, name FROM tb10 WHERE {column1} > 575 AND {column2} < {value};","SELECT latitude, MAX(age) FROM tb20 GROUP BY {column1};","SELECT * FROM tb23 WHERE country = 626;","SELECT longitude, longitude FROM tb18 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT * FROM tb2 WHERE latitude = 809;","SELECT * FROM tb37 WHERE latitude = 836;","SELECT * FROM tb35 WHERE name = 133;"
"SELECT name, longitude FROM tb20 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT latitude, name FROM tb7 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, MAX(longitude) FROM tb6 GROUP BY {column1};","SELECT name, name FROM tb39 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(longitude) FROM tb39 WHERE {column} > 160;","SELECT COUNT(*) FROM tb27 WHERE latitude = 406;","SELECT name, MAX(name) FROM tb44 GROUP BY {column1};","SELECT COUNT(*) FROM tb4 WHERE name = 688;","SELECT age, COUNT(*) FROM tb24 GROUP BY {column1} HAVING COUNT(*) > 936;","SELECT longitude, SUM(name) FROM tb15 GROUP BY {column1} ORDER BY SUM({column2}) DESC;"
"SELECT country, country FROM tb32 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, MAX(country) FROM tb44 GROUP BY {column1};","SELECT * FROM tb49 WHERE longitude = 618;","SELECT country, SUM(age) FROM tb15 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, country FROM tb22 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, country FROM tb32 WHERE {column1} > 830 AND {column2} < {value};","SELECT COUNT(*) FROM tb23 WHERE age = 956;","SELECT name, country FROM tb19 WHERE {column1} > 830 AND {column2} < {value};","SELECT latitude, latitude FROM tb33 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT age, MAX(longitude) FROM tb1 GROUP BY {column1};"
"SELECT age, COUNT(*) FROM tb39 GROUP BY {column1} HAVING COUNT(*) > 706;","SELECT latitude, SUM(age) FROM tb28 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, MAX(name) FROM tb20 GROUP BY {column1};","SELECT AVG(name) FROM tb48 WHERE {column} > 174;","SELECT age, MAX(name) FROM tb2 GROUP BY {column1};","SELECT age, SUM(latitude) FROM tb35 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT AVG(longitude) FROM tb43 WHERE {column} > 914;","SELECT latitude, longitude FROM tb38 WHERE {column1} > 574 AND {column2} < {value};","SELECT country, SUM(country) FROM tb30 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb19 WHERE longitude = 45;"
"SELECT COUNT(*) FROM tb18 WHERE name = 43;","SELECT latitude, MAX(longitude) FROM tb32 GROUP BY {column1};","SELECT AVG(longitude) FROM tb23 WHERE {column} > 489;","SELECT age, SUM(latitude) FROM tb11 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT name, COUNT(*) FROM tb46 GROUP BY {column1} HAVING COUNT(*) > 784;","SELECT country, latitude FROM tb6 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, COUNT(*) FROM tb33 GROUP BY {column1} HAVING COUNT(*) > 721;","SELECT longitude, MAX(age) FROM tb45 GROUP BY {column1};","SELECT * FROM tb43 WHERE longitude = 715;","SELECT latitude, COUNT(*) FROM tb23 GROUP BY {column1} HAVING COUNT(*) > 675;"
"SELECT * FROM tb40 WHERE age = 55;","SELECT latitude, name FROM tb31 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, name FROM tb3 WHERE {column1} > 424 AND {column2} < {value};","SELECT AVG(latitude) FROM tb47 WHERE {column} > 781;","SELECT COUNT(*) FROM tb20 WHERE name = 759;","SELECT COUNT(*) FROM tb9 WHERE longitude = 704;","SELECT COUNT(*) FROM tb4 WHERE name = 686;","SELECT longitude, age FROM tb17 WHERE {column1} > 281 AND {column2} < {value};","SELECT * FROM tb33 WHERE age = 419;","SELECT latitude, SUM(age) FROM tb26 GROUP BY {column1} ORDER BY SUM({column2}) DESC;"
"SELECT age, name FROM tb7 WHERE {column1} > 11 AND {column2} < {value};","SELECT name, MAX(longitude) FROM tb21 GROUP BY {column1};","SELECT name, COUNT(*) FROM tb39 GROUP BY {column1} HAVING COUNT(*) > 152;","SELECT country, longitude FROM tb36 WHERE {column1} > 874 AND {column2} < {value};","SELECT * FROM tb23 WHERE longitude = 189;","SELECT * FROM tb7 WHERE latitude = 221;","SELECT name, SUM(name) FROM tb23 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb3 WHERE name = 872;","SELECT latitude, MAX(longitude) FROM tb41 GROUP BY {column1};","SELECT name, country FROM tb37 GROUP BY {column1} ORDER BY {column2} DESC;"
"SELECT AVG(latitude) FROM tb32 WHERE {column} > 906;","SELECT country, COUNT(*) FROM tb11 GROUP BY {column1} HAVING COUNT(*) > 89;","SELECT name, country FROM tb18 WHERE {column1} > 13 AND {column2} < {value};","SELECT country, MAX(name) FROM tb20 GROUP BY {column1};","SELECT longitude, COUNT(*) FROM tb17 GROUP BY {column1} HAVING COUNT(*) > 347;","SELECT name, longitude FROM tb3 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(name) FROM tb9 WHERE {column} > 321;","SELECT age, COUNT(*) FROM tb41 GROUP BY {column1} HAVING COUNT(*) > 521;","SELECT COUNT(*) FROM tb18 WHERE age = 839;","SELECT COUNT(*) FROM tb21 WHERE country = 397;"
"SELECT longitude, MAX(age) FROM tb26 GROUP BY {column1};","SELECT * FROM tb6 WHERE name = 553;","SELECT longitude, name FROM tb42 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, age FROM tb37 WHERE {column1} > 867 AND {column2} < {value};","SELECT AVG(longitude) FROM tb19 WHERE {column} > 89;","SELECT COUNT(*) FROM tb27 WHERE name = 887;","SELECT * FROM tb22 WHERE latitude = 232;","SELECT name, MAX(longitude) FROM tb29 GROUP BY {column1};","SELECT age, SUM(longitude) FROM tb36 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, COUNT(*) FROM tb34 GROUP BY {column1} HAVING COUNT(*) > 427;"
"SELECT age, age FROM tb40 WHERE {column1} > 1 AND {column2} < {value};","SELECT * FROM tb13 WHERE longitude = 487;","SELECT * FROM tb29 WHERE name = 127;","SELECT COUNT(*) FROM tb5 WHERE longitude = 381;","SELECT * FROM tb10 WHERE longitude = 168;","SELECT name, COUNT(*) FROM tb43 GROUP BY {column1} HAVING COUNT(*) > 828;","SELECT latitude, longitude FROM tb46 WHERE {column1} > 825 AND {column2} < {value};","SELECT longitude, SUM(latitude) FROM tb13 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, COUNT(*) FROM tb23 GROUP BY {column1} HAVING COUNT(*) > 873;","SELECT * FROM tb35 WHERE age = 944;"
"SELECT country, latitude FROM tb15 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, SUM(latitude) FROM tb34 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT AVG(longitude) FROM tb31 WHERE {column} > 599;","SELECT latitude, name FROM tb26 WHERE {column1} > 793 AND {column2} < {value};","SELECT age, longitude FROM tb37 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(age) FROM tb15 WHERE {column} > 492;","SELECT * FROM tb18 WHERE longitude = 441;","SELECT COUNT(*) FROM tb11 WHERE longitude = 986;","SELECT longitude, SUM(latitude) FROM tb27 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb8 WHERE latitude = 359;"
"SELECT longitude, MAX(age) FROM tb47 GROUP BY {column1};","SELECT latitude, SUM(country) FROM tb40 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, longitude FROM tb37 WHERE {column1} > 617 AND {column2} < {value};","SELECT latitude, SUM(latitude) FROM tb9 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT AVG(longitude) FROM tb50 WHERE {column} > 38;","SELECT age, COUNT(*) FROM tb11 GROUP BY {column1} HAVING COUNT(*) > 965;","SELECT longitude, SUM(latitude) FROM tb14 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb13 WHERE country = 627;","SELECT name, SUM(latitude) FROM tb49 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, MAX(name) FROM tb43 GROUP BY {column1};"
"SELECT country, country FROM tb45 WHERE {column1} > 390 AND {column2} < {value};","SELECT AVG(country) FROM tb28 WHERE {column} > 621;","SELECT country, name FROM tb29 WHERE {column1} > 915 AND {column2} < {value};","SELECT AVG(latitude) FROM tb12 WHERE {column} > 220;","SELECT longitude, latitude FROM tb8 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(country) FROM tb37 WHERE {column} > 570;","SELECT longitude, MAX(age) FROM tb7 GROUP BY {column1};","SELECT longitude, country FROM tb21 WHERE {column1} > 231 AND {column2} < {value};","SELECT age, COUNT(*) FROM tb50 GROUP BY {column1} HAVING COUNT(*) > 304;","SELECT name, age FROM tb50 GROUP BY {column1} ORDER BY {column2} DESC;"
"SELECT AVG(age) FROM tb12 WHERE {column} > 261;","SELECT longitude, SUM(latitude) FROM tb18 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb1 WHERE longitude = 518;","SELECT longitude, latitude FROM tb6 WHERE {column1} > 512 AND {column2} < {value};","SELECT country, COUNT(*) FROM tb8 GROUP BY {column1} HAVING COUNT(*) > 16;","SELECT * FROM tb16 WHERE name = 783;","SELECT name, SUM(longitude) FROM tb17 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb5 WHERE age = 554;","SELECT age, age FROM tb20 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT latitude, MAX(name) FROM tb17 GROUP BY {column1};"
"SELECT country, latitude FROM tb9 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT age, longitude FROM tb41 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT COUNT(*) FROM tb44 WHERE longitude = 657;","SELECT COUNT(*) FROM tb45 WHERE name = 254;","SELECT age, COUNT(*) FROM tb3 GROUP BY {column1} HAVING COUNT(*) > 662;","SELECT latitude, SUM(longitude) FROM tb27 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT age, COUNT(*) FROM tb16 GROUP BY {column1} HAVING COUNT(*) > 92;","SELECT country, MAX(longitude) FROM tb46 GROUP BY {column1};","SELECT COUNT(*) FROM tb21 WHERE longitude = 594;","SELECT longitude, name FROM tb29 GROUP BY {column1} ORDER BY {column2} DESC;"
"SELECT AVG(name) FROM tb21 WHERE {column} > 582;","SELECT latitude, longitude FROM tb9 WHERE {column1} > 654 AND {column2} < {value};","SELECT longitude, COUNT(*) FROM tb36 GROUP BY {column1} HAVING COUNT(*) > 920;","SELECT AVG(latitude) FROM tb31 WHERE {column} > 963;","SELECT longitude, age FROM tb46 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(latitude) FROM tb45 WHERE {column} > 931;","SELECT latitude, SUM(name) FROM tb36 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb4 WHERE country = 14;","SELECT name, name FROM tb26 WHERE {column1} > 385 AND {column2} < {value};","SELECT * FROM tb30 WHERE name = 428;"
"SELECT latitude, MAX(country) FROM tb29 GROUP BY {column1};","SELECT name, SUM(latitude) FROM tb22 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, COUNT(*) FROM tb37 GROUP BY {column1} HAVING COUNT(*) > 188;","SELECT latitude, MAX(name) FROM tb46 GROUP BY {column1};","SELECT COUNT(*) FROM tb29 WHERE longitude = 684;","SELECT country, SUM(age) FROM tb17 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb33 WHERE age = 87;","SELECT * FROM tb50 WHERE age = 569;","SELECT AVG(longitude) FROM tb40 WHERE {column} > 259;","SELECT latitude, name FROM tb22 WHERE {column1} > 18 AND {column2} < {value};"
"SELECT name, SUM(age) FROM tb6 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT AVG(name) FROM tb13 WHERE {column} > 543;","SELECT * FROM tb37 WHERE age = 536;","SELECT age, SUM(latitude) FROM tb41 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, MAX(country) FROM tb11 GROUP BY {column1};","SELECT age, country FROM tb40 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, name FROM tb31 WHERE {column1} > 917 AND {column2} < {value};","SELECT * FROM tb8 WHERE country = 131;","SELECT longitude, MAX(latitude) FROM tb31 GROUP BY {column1};","SELECT latitude, name FROM tb5 WHERE {column1} > 704 AND {column2} < {value};"
"SELECT AVG(country) FROM tb22 WHERE {column} > 725;","SELECT name, latitude FROM tb15 WHERE {column1} > 625 AND {column2} < {value};","SELECT AVG(age) FROM tb17 WHERE {column} > 712;","SELECT longitude, COUNT(*) FROM tb8 GROUP BY {column1} HAVING COUNT(*) > 436;","SELECT longitude, longitude FROM tb41 WHERE {column1} > 675 AND {column2} < {value};","SELECT COUNT(*) FROM tb8 WHERE country = 258;","SELECT country, country FROM tb13 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(latitude) FROM tb19 WHERE {column} > 232;","SELECT age, age FROM tb12 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT * FROM tb42 WHERE longitude = 440;"
"SELECT country, COUNT(*) FROM tb10 GROUP BY {column1} HAVING COUNT(*) > 50;","SELECT age, name FROM tb4 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT COUNT(*) FROM tb44 WHERE age = 144;","SELECT COUNT(*) FROM tb14 WHERE country = 254;","SELECT age, latitude FROM tb44 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT age, SUM(latitude) FROM tb43 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb49 WHERE name = 627;","SELECT * FROM tb18 WHERE country = 640;","SELECT COUNT(*) FROM tb8 WHERE name = 163;","SELECT AVG(country) FROM tb16 WHERE {column} > 989;"
"SELECT country, SUM(country) FROM tb18 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT latitude, name FROM tb39 WHERE {column1} > 633 AND {column2} < {value};","SELECT AVG(latitude) FROM tb45 WHERE {column} > 84;","SELECT country, longitude FROM tb33 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT COUNT(*) FROM tb42 WHERE name = 947;","SELECT * FROM tb4 WHERE longitude = 170;","SELECT longitude, COUNT(*) FROM tb36 GROUP BY {column1} HAVING COUNT(*) > 903;","SELECT AVG(country) FROM tb9 WHERE {column} > 220;","SELECT * FROM tb49 WHERE latitude = 278;","SELECT * FROM tb40 WHERE age = 55;"
"SELECT age, latitude FROM tb16 WHERE {column1} > 906 AND {column2} < {value};","SELECT COUNT(*) FROM tb27 WHERE age = 392;","SELECT COUNT(*) FROM tb29 WHERE age = 728;","SELECT AVG(longitude) FROM tb13 WHERE {column} > 611;","SELECT age, longitude FROM tb20 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT COUNT(*) FROM tb37 WHERE longitude = 411;","SELECT name, SUM(latitude) FROM tb14 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT age, SUM(longitude) FROM tb30 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT AVG(name) FROM tb26 WHERE {column} > 932;","SELECT name, longitude FROM tb2 GROUP BY {column1} ORDER BY {column2} DESC;"
"SELECT COUNT(*) FROM tb26 WHERE country = 385;","SELECT name, country FROM tb1 WHERE {column1} > 878 AND {column2} < {value};","SELECT name, MAX(name) FROM tb8 GROUP BY {column1};","SELECT longitude, country FROM tb49 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT age, country FROM tb39 WHERE {column1} > 854 AND {column2} < {value};","SELECT latitude, SUM(name) FROM tb8 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT latitude, SUM(latitude) FROM tb37 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT AVG(longitude) FROM tb50 WHERE {column} > 20;","SELECT COUNT(*) FROM tb46 WHERE name = 533;","SELECT country, SUM(name) FROM tb10 GROUP BY {column1} ORDER BY SUM({column2}) DESC;"
"SELECT COUNT(*) FROM tb42 WHERE age = 263;","SELECT name, MAX(longitude) FROM tb9 GROUP BY {column1};","SELECT name, COUNT(*) FROM tb41 GROUP BY {column1} HAVING COUNT(*) > 306;","SELECT AVG(age) FROM tb27 WHERE {column} > 544;","SELECT longitude, country FROM tb23 WHERE {column1} > 308 AND {column2} < {value};","SELECT age, SUM(age) FROM tb35 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb19 WHERE latitude = 708;","SELECT * FROM tb35 WHERE latitude = 526;","SELECT country, COUNT(*) FROM tb3 GROUP BY {column1} HAVING COUNT(*) > 984;","SELECT latitude, latitude FROM tb22 WHERE {column1} > 683 AND {column2} < {value};"
"SELECT AVG(latitude) FROM tb11 WHERE {column} > 292;","SELECT COUNT(*) FROM tb7 WHERE longitude = 849;","SELECT COUNT(*) FROM tb42 WHERE country = 345;","SELECT COUNT(*) FROM tb5 WHERE latitude = 767;","SELECT longitude, name FROM tb6 WHERE {column1} > 377 AND {column2} < {value};","SELECT latitude, MAX(name) FROM tb44 GROUP BY {column1};","SELECT COUNT(*) FROM tb3 WHERE longitude = 141;","SELECT * FROM tb50 WHERE country = 882;","SELECT latitude, latitude FROM tb13 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, longitude FROM tb35 GROUP BY {column1} ORDER BY {column2} DESC;"
"SELECT country, SUM(age) FROM tb20 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT age, country FROM tb40 WHERE {column1} > 806 AND {column2} < {value};","SELECT COUNT(*) FROM tb42 WHERE age = 954;","SELECT COUNT(*) FROM tb47 WHERE longitude = 162;","SELECT COUNT(*) FROM tb17 WHERE longitude = 147;","SELECT AVG(age) FROM tb45 WHERE {column} > 818;","SELECT country, MAX(name) FROM tb43 GROUP BY {column1};","SELECT * FROM tb1 WHERE age = 758;","SELECT * FROM tb2 WHERE age = 309;","SELECT name, name FROM tb10 GROUP BY {column1} ORDER BY {column2} DESC;"
"SELECT latitude, country FROM tb18 WHERE {column1} > 752 AND {column2} < {value};","SELECT * FROM tb4 WHERE country = 224;","SELECT latitude, COUNT(*) FROM tb25 GROUP BY {column1} HAVING COUNT(*) > 965;","SELECT name, longitude FROM tb46 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, COUNT(*) FROM tb19 GROUP BY {column1} HAVING COUNT(*) > 259;","SELECT AVG(latitude) FROM tb29 WHERE {column} > 821;","SELECT latitude, MAX(country) FROM tb15 GROUP BY {column1};","SELECT age, COUNT(*) FROM tb35 GROUP BY {column1} HAVING COUNT(*) > 33;","SELECT longitude, COUNT(*) FROM tb24 GROUP BY {column1} HAVING COUNT(*) > 908;","SELECT country, COUNT(*) FROM tb29 GROUP BY {column1} HAVING COUNT(*) > 235;"
"SELECT * FROM tb11 WHERE country = 326;","SELECT name, MAX(name) FROM tb4 GROUP BY {column1};","SELECT AVG(country) FROM tb36 WHERE {column} > 880;","SELECT latitude, COUNT(*) FROM tb27 GROUP BY {column1} HAVING COUNT(*) > 222;","SELECT AVG(longitude) FROM tb29 WHERE {column} > 363;","SELECT * FROM tb35 WHERE name = 644;","SELECT age, MAX(country) FROM tb23 GROUP BY {column1};","SELECT latitude, SUM(name) FROM tb36 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT age, age FROM tb10 WHERE {column1} > 528 AND {column2} < {value};","SELECT latitude, longitude FROM tb47 GROUP BY {column1} ORDER BY {column2} DESC;"
"SELECT latitude, MAX(age) FROM tb37 GROUP BY {column1};","SELECT AVG(latitude) FROM tb39 WHERE {column} > 78;","SELECT age, longitude FROM tb36 WHERE {column1} > 137 AND {column2} < {value};","SELECT COUNT(*) FROM tb6 WHERE name = 497;","SELECT latitude, MAX(name) FROM tb30 GROUP BY {column1};","SELECT latitude, latitude FROM tb47 WHERE {column1} > 898 AND {column2} < {value};","SELECT COUNT(*) FROM tb48 WHERE longitude = 630;","SELECT country, name FROM tb4 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, MAX(age) FROM tb45 GROUP BY {column1};","SELECT name, latitude FROM tb43 WHERE {column1} > 990 AND {column2} < {value};"
"SELECT name, SUM(age) FROM tb1 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT country, MAX(latitude) FROM tb39 GROUP BY {column1};","SELECT name, longitude FROM tb44 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT name, country FROM tb13 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT age, SUM(name) FROM tb49 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT COUNT(*) FROM tb37 WHERE name = 460;","SELECT * FROM tb48 WHERE age = 750;","SELECT country, SUM(age) FROM tb18 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb5 WHERE latitude = 327;","SELECT country, SUM(age) FROM tb14 GROUP BY {column1} ORDER BY SUM({column2}) DESC;"
"SELECT country, SUM(name) FROM tb25 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb25 WHERE name = 599;","SELECT AVG(age) FROM tb6 WHERE {column} > 767;","SELECT latitude, country FROM tb46 WHERE {column1} > 727 AND {column2} < {value};","SELECT age, COUNT(*) FROM tb21 GROUP BY {column1} HAVING COUNT(*) > 445;","SELECT longitude, SUM(country) FROM tb25 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT latitude, age FROM tb29 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT * FROM tb20 WHERE latitude = 651;","SELECT * FROM tb38 WHERE age = 722;","SELECT * FROM tb33 WHERE latitude = 905;"
"SELECT COUNT(*) FROM tb14 WHERE longitude = 936;","SELECT age, MAX(age) FROM tb6 GROUP BY {column1};","SELECT latitude, name FROM tb48 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(age) FROM tb1 WHERE {column} > 287;","SELECT AVG(longitude) FROM tb28 WHERE {column} > 68;","SELECT AVG(age) FROM tb9 WHERE {column} > 764;","SELECT longitude, COUNT(*) FROM tb28 GROUP BY {column1} HAVING COUNT(*) > 226;","SELECT AVG(longitude) FROM tb44 WHERE {column} > 191;","SELECT * FROM tb6 WHERE age = 771;","SELECT * FROM tb6 WHERE name = 514;"
"SELECT COUNT(*) FROM tb41 WHERE latitude = 253;","SELECT longitude, COUNT(*) FROM tb36 GROUP BY {column1} HAVING COUNT(*) > 969;","SELECT country, latitude FROM tb46 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT COUNT(*) FROM tb4 WHERE age = 458;","SELECT COUNT(*) FROM tb35 WHERE longitude = 538;","SELECT name, SUM(name) FROM tb12 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT longitude, COUNT(*) FROM tb15 GROUP BY {column1} HAVING COUNT(*) > 541;","SELECT latitude, name FROM tb47 WHERE {column1} > 109 AND {column2} < {value};","SELECT name, SUM(longitude) FROM tb22 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT latitude, COUNT(*) FROM tb41 GROUP BY {column1} HAVING COUNT(*) > 164;"
"SELECT name, COUNT(*) FROM tb15 GROUP BY {column1} HAVING COUNT(*) > 845;","SELECT AVG(age) FROM tb7 WHERE {column} > 397;","SELECT AVG(name) FROM tb35 WHERE {column} > 806;","SELECT country, COUNT(*) FROM tb30 GROUP BY {column1} HAVING COUNT(*) > 531;","SELECT country, SUM(longitude) FROM tb44 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb48 WHERE name = 741;","SELECT country, age FROM tb6 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, longitude FROM tb9 WHERE {column1} > 21 AND {column2} < {value};","SELECT * FROM tb3 WHERE age = 326;","SELECT AVG(longitude) FROM tb12 WHERE {column} > 709;"
"SELECT name, COUNT(*) FROM tb15 GROUP BY {column1} HAVING COUNT(*) > 231;","SELECT name, age FROM tb30 WHERE {column1} > 993 AND {column2} < {value};","SELECT * FROM tb9 WHERE country = 787;","SELECT age, MAX(name) FROM tb50 GROUP BY {column1};","SELECT AVG(age) FROM tb2 WHERE {column} > 274;","SELECT country, SUM(name) FROM tb16 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT * FROM tb46 WHERE name = 670;","SELECT country, age FROM tb50 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT AVG(name) FROM tb15 WHERE {column} > 775;","SELECT country, MAX(latitude) FROM tb27 GROUP BY {column1};"
"SELECT name, age FROM tb24 WHERE {column1} > 532 AND {column2} < {value};","SELECT longitude, age FROM tb31 WHERE {column1} > 332 AND {column2} < {value};","SELECT latitude, COUNT(*) FROM tb9 GROUP BY {column1} HAVING COUNT(*) > 595;","SELECT COUNT(*) FROM tb38 WHERE country = 986;","SELECT name, latitude FROM tb13 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT longitude, COUNT(*) FROM tb39 GROUP BY {column1} HAVING COUNT(*) > 450;","SELECT country, latitude FROM tb3 WHERE {column1} > 694 AND {column2} < {value};","SELECT country, latitude FROM tb14 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT age, SUM(country) FROM tb1 GROUP BY {column1} ORDER BY SUM({column2}) DESC;","SELECT name, latitude FROM tb31 WHERE {column1} > 204 AND {column2} < {value};"
"SELECT country, latitude FROM tb39 WHERE {column1} > 741 AND {column2} < {value};","SELECT * FROM tb50 WHERE name = 12;","SELECT AVG(name) FROM tb23 WHERE {column} > 807;","SELECT name, age FROM tb41 WHERE {column1} > 407 AND {column2} < {value};","SELECT country, COUNT(*) FROM tb8 GROUP BY {column1} HAVING COUNT(*) > 533;","SELECT longitude, MAX(latitude) FROM tb6 GROUP BY {column1};","SELECT name, longitude FROM tb11 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT COUNT(*) FROM tb12 WHERE age = 799;","SELECT country, COUNT(*) FROM tb44 GROUP BY {column1} HAVING COUNT(*) > 192;","SELECT name, MAX(longitude) FROM tb36 GROUP BY {column1};"
"SELECT AVG(longitude) FROM tb35 WHERE {column} > 522;","SELECT AVG(age) FROM tb31 WHERE {column} > 45;","SELECT COUNT(*) FROM tb5 WHERE age = 387;","SELECT latitude, age FROM tb35 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT COUNT(*) FROM tb6 WHERE country = 964;","SELECT longitude, longitude FROM tb45 GROUP BY {column1} ORDER BY {column2} DESC;","SELECT country, COUNT(*) FROM tb2 GROUP BY {column1} HAVING COUNT(*) > 875;","SELECT COUNT(*) FROM tb48 WHERE name = 201;","SELECT * FROM tb17 WHERE age = 695;","SELECT COUNT(*) FROM tb44 WHERE longitude = 64;"
